CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50135071,TEX'S CHICKEN & BURGERS,Queens,217-12,MERRICK BOULEVARD,11413.0,9178850048,Chicken,05/31/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,2.0,A,05/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.6799150869,-73.7520873103,413.0,31.0,35800.0,4279942.0,4130110037.0,QN66,POINT (-73.752087310303 40.679915086902)
50011616,BELLE HARBOR YACHT CLUB,Queens,533,BEACH  126 STREET,11694.0,7189454445,American,05/31/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,22.0,N,,08/27/2026,Cycle Inspection / Initial Inspection,40.58128655015,-73.84799971758,414.0,32.0,93401.0,4303974.0,4161940001.0,QN10,POINT (-73.847999717576 40.581286550149)
50002494,GLORIETTA BALDY,Brooklyn,502,FRANKLIN AVENUE,11238.0,3475291944,American,05/31/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,05/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.68149488926,-73.95575386234,303.0,35.0,22700.0,3057386.0,3019970039.0,BK69,POINT (-73.955753862344 40.681494889261)
41391237,EL MONUMENTAL RESTAURANT,Queens,144-28,HILLSIDE AVENUE,11435.0,7187259727,Latin American,05/31/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,10.0,A,05/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.70517066965,-73.81168114895,412.0,24.0,23800.0,4207033.0,4096890020.0,QN61,POINT (-73.811681148951 40.705170669651)
50111366,CANARSIE BLEND,Brooklyn,9202,AVENUE M,11236.0,6464164184,"Juice, Smoothies, Fruit Salads",05/31/2024,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,10.0,A,05/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.63482870454,-73.89687710374,318.0,46.0,101000.0,3233560.0,3082770086.0,BK50,POINT (-73.896877103744 40.634828704537)
50052708,PARC OASIS,Brooklyn,6403,11 AVENUE,11219.0,9292922010,Seafood,05/31/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11.0,A,05/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.62913565765,-74.0053931144,310.0,43.0,21200.0,3141993.0,3057450008.0,BK30,POINT (-74.005393114403 40.629135657647)
50105717,LITTLE TOWN COFFEE SHOP,Queens,90-17,130 STREET,11418.0,9172996593,American,05/31/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,05/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.69867438806,-73.82061818451,409.0,29.0,14202.0,4196815.0,4093580001.0,QN54,POINT (-73.820618184508 40.698674388058)
50045201,CHECKERS,Queens,122-21,MERRICK BOULEVARD,11434.0,7187122420,Hamburgers,05/31/2024,Establishment re-opened by DOHMH.,,,Not Applicable,0.0,P,05/31/2024,08/27/2026,Cycle Inspection / Reopening Inspection,40.68359628858,-73.76939478761,412.0,27.0,36800.0,4269742.0,4124800032.0,QN08,POINT (-73.76939478761 40.683596288575)
40513217,B66 CLUB,Brooklyn,6612,NEW UTRECHT AVENUE,11219.0,7183310074,Russian,05/31/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5.0,A,05/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.62276512366,-73.99796111538,311.0,43.0,19000.0,3343364.0,3057620040.0,BK28,POINT (-73.997961115377 40.622765123659)
41406856,FRANCO'S,Bronx,295,EAST  149 STREET,10451.0,3475771466,Sandwiches/Salads/Mixed Buffet,05/31/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,19.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.81704301152,-73.9214210193,201.0,17.0,6500.0,2000944.0,2023310066.0,BX34,POINT (-73.921421019295 40.817043011517)
41164650,BUENOS AIRES,Manhattan,513,EAST    6 STREET,10009.0,2122282775,Latin American,05/31/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,18.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.72524015278,-73.98340758899,103.0,2.0,3200.0,1005113.0,1004020059.0,MN22,POINT (-73.983407588992 40.725240152782)
50087839,JOYFACE,Manhattan,104,AVENUE C,10009.0,2013102281,Bottled Beverages,05/31/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,19.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.72402347752,-73.97888375687,103.0,2.0,2602.0,1004469.0,1003760007.0,MN28,POINT (-73.978883756867 40.72402347752)
40394007,NIAGARA / LOVERS OF TODAY / 96 TEARS/ THE CABIN,Manhattan,112,AVENUE A,10009.0,2124209517,American,05/31/2023,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7.0,A,05/31/2023,08/27/2026,Cycle Inspection / Initial Inspection,40.72591265113,-73.98362028505,103.0,2.0,3200.0,1005082.0,1004027501.0,MN22,POINT (-73.983620285047 40.725912651128)
50074464,POKE N' ROLL,Manhattan,441,EAST    9 STREET,10009.0,2124207653,Asian/Asian Fusion,05/31/2023,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13.0,A,05/31/2023,08/27/2026,Cycle Inspection / Initial Inspection,40.72743591668,-73.98307150086,103.0,2.0,3400.0,1077656.0,1004370031.0,MN22,POINT (-73.983071500861 40.727435916683)
50112987,SAN FRANCISCO JUICES & FRUITS,Manhattan,59,AUDUBON AVENUE,10032.0,9144331164,"Juice, Smoothies, Fruit Salads",05/31/2023,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,50.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.84061963498,-73.9382528994,112.0,10.0,25100.0,1062996.0,1021250027.0,MN36,POINT (-73.938252899399 40.840619634979)
50059265,PINCH CHINESE,Manhattan,177,PRINCE STREET,10012.0,7169081689,Chinese,05/31/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,05/31/2023,08/27/2026,Cycle Inspection / Initial Inspection,40.726292582,-74.0019410434,102.0,3.0,4900.0,1008054.0,1005177502.0,MN24,POINT (-74.001941043398 40.726292581998)
41530127,INTERNATIONAL BAR,Manhattan,102,1 AVENUE,10009.0,2126774595,American,05/31/2022,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,2.0,A,05/31/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.72652231071,-73.98605185915,103.0,2.0,3200.0,1005770.0,1004347503.0,MN22,POINT (-73.986051859151 40.726522310707)
50001689,DREDSURFER GRILL,Queens,16-27,SEAGIRT BOULEVARD,11691.0,6464633271,Caribbean,05/31/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,05/31/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.59511925786,-73.75039051128,414.0,31.0,101001.0,4299407.0,4156490001.0,QN15,POINT (-73.750390511281 40.595119257856)
41164203,U & I RESTAURANT,Brooklyn,4409,18 AVENUE,11204.0,7184357332,American,05/31/2022,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,A,05/31/2022,08/27/2026,Cycle Inspection / Re-inspection,40.63063494422,-73.9773642603,312.0,44.0,47600.0,3128729.0,3054390043.0,BK88,POINT (-73.977364260304 40.630634944217)
50085733,GOOEY ON THE INSIDE COOKIES,Manhattan,163,CHRYSTIE STREET,10002.0,9176517581,Bakery Products/Desserts,05/31/2022,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,A,05/31/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.72067107356,-73.99254312827,103.0,1.0,1800.0,1005692.0,1004250033.0,MN27,POINT (-73.992543128273 40.720671073555)
50004512,TIO LUCA,Manhattan,421,MALCOLM X BOULEVARD,10037.0,2129399306,Spanish,05/30/2026,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,47.0,N,,08/27/2026,Cycle Inspection / Initial Inspection,40.81170330902,-73.94262571125,110.0,9.0,22600.0,1058102.0,1019160029.0,MN03,POINT (-73.942625711249 40.811703309019)
50122880,ALMA NEGRA,Brooklyn,494,4 AVENUE,11215.0,3475287949,Mexican,05/30/2026,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10.0,A,05/30/2026,08/27/2026,Cycle Inspection / Initial Inspection,40.66863549595,-73.9901590146,306.0,38.0,11700.0,3022822.0,3010210050.0,BK37,POINT (-73.990159014601 40.668635495949)
50094742,ROTI-R-US,Brooklyn,7902,FLATLANDS AVENUE,11236.0,3474024444,Caribbean,05/30/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,05/30/2026,08/27/2026,Cycle Inspection / Re-inspection,40.63507882806,-73.91391501443,318.0,46.0,95600.0,3224863.0,3080160038.0,BK50,POINT (-73.913915014429 40.635078828064)
50104204,RAVEL EVENTS,Queens,8-08,QUEENS PLAZA SOUTH,11101.0,7182896101,American,05/30/2026,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,31.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.75412417218,-73.94906774556,402.0,26.0,1900.0,4005311.0,4004620016.0,QN31,POINT (-73.949067745559 40.75412417218)
41044538,COOL ICE,Staten Island,1872,VICTORY BOULEVARD,10314.0,9174469562,Frozen Desserts,05/30/2026,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7.0,A,05/30/2026,08/27/2026,Cycle Inspection / Initial Inspection,40.61279775895,-74.12633071398,501.0,50.0,18701.0,5018063.0,5007130079.0,SI07,POINT (-74.126330713976 40.612797758948)
41676490,AOYU SUSHI,Bronx,3532,JOHNSON AVENUE,10463.0,7188846633,Japanese,05/30/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,05/30/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.88602614687,-73.90984925692,208.0,11.0,29500.0,2084151.0,2057930457.0,BX29,POINT (-73.909849256915 40.886026146872)
50142575,CAMP CAMP BBQ,Queens,142-26,ROOSEVELT AVENUE,11354.0,7187990799,Chinese,05/30/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.76062640528,-73.82582563003,407.0,20.0,85500.0,4113629.0,4050210019.0,QN22,POINT (-73.82582563003 40.760626405275)
50086938,JAGERHAUS GASTROPUB,Queens,15-16,149 STREET,11357.0,7187673486,German,05/30/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,05/30/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.7866702335,-73.81624900125,407.0,19.0,103900.0,4105229.0,4046460011.0,QN49,POINT (-73.816249001249 40.786670233501)
50129259,WORLD SPA,Brooklyn,1571,MCDONALD AVENUE,11230.0,9176519499,American,05/30/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7.0,A,05/30/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.61477489516,-73.974124404,312.0,44.0,44600.0,3172689.0,3065640060.0,BK88,POINT (-73.974124404003 40.614774895155)
50089950,LEGEND CHICKEN,Queens,135-15,40 ROAD,11354.0,5163886888,Chicken,05/30/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,05/30/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75886248384,-73.83012937173,407.0,20.0,87100.0,4114130.0,4050360050.0,QN22,POINT (-73.830129371732 40.758862483838)
50019277,LENWICH,Manhattan,459,PARK AVENUE SOUTH,10016.0,2125322653,American,05/30/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,9.0,A,05/30/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.74507647286,-73.9827855063,105.0,2.0,7200.0,1018347.0,1008860087.0,MN20,POINT (-73.982785506301 40.745076472859)
50056249,UNITED NATIONS FEDERAL CREDIT UNION,Queens,24-01,44 ROAD,11101.0,3474183759,American,05/30/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,05/30/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.74819848462,-73.94373085652,402.0,26.0,1900.0,4005157.0,4004350001.0,QN31,POINT (-73.943730856519 40.748198484623)
50149628,SUBWAY,Brooklyn,5100,KINGS PLAZA,11234.0,9174352312,Sandwiches,05/30/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16.0,B,05/30/2025,08/27/2026,Cycle Inspection / Re-inspection,40.60992885454,-73.92228161707,318.0,46.0,69800.0,3326830.0,3084700055.0,BK45,POINT (-73.922281617072 40.609928854538)
50144824,PLANTSHED,Manhattan,644,BROADWAY,10012.0,2126624400,Coffee/Tea,05/30/2025,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,5.0,A,05/30/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.72661914686,-73.99574988779,102.0,2.0,5502.0,1008418.0,1005290001.0,MN23,POINT (-73.995749887785 40.726619146857)
50094770,POPEYES,Bronx,3555,WHITE PLAINS ROAD,10467.0,9295560007,Chicken,05/30/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10.0,A,05/30/2024,08/27/2026,Cycle Inspection / Re-inspection,40.87874790938,-73.86565841063,212.0,12.0,37800.0,2127977.0,2046430043.0,BX44,POINT (-73.865658410628 40.878747909379)
50058493,NEW YORK SAL'S PIZZERIA,Manhattan,696,10 AVENUE,10019.0,2122473628,Pizza,05/30/2024,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Not Critical,9.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76373364934,-73.99246248004,104.0,3.0,12700.0,1026631.0,1010580063.0,MN15,POINT (-73.992462480043 40.763733649336)
41350752,CHIPOTLE MEXICAN GRILL,Manhattan,25,WEST   45 STREET,10036.0,2123912081,Tex-Mex,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.75584655144,-73.98051594979,105.0,4.0,9600.0,1034245.0,1012610021.0,MN17,POINT (-73.980515949789 40.755846551438)
41722899,MI CANDILEJAS RESTAURANT,Brooklyn,1509,MERMAID AVENUE,11224.0,7182666161,Latin American,05/30/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.57683534381,-73.9828722325,313.0,47.0,34800.0,3256857.0,3070220044.0,BK21,POINT (-73.982872232498 40.576835343814)
50016444,SHAARE ZION CATERERS,Brooklyn,2030,OCEAN PARKWAY,11223.0,3474991538,Jewish/Kosher,05/30/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,30.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.59925642374,-73.96576172496,315.0,44.0,39400.0,3191944.0,3071080018.0,BK25,POINT (-73.965761724961 40.599256423737)
50048850,THE HOP SHOPPE,Staten Island,372,VAN DUZER STREET,10304.0,7184483400,American,05/30/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,63.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.62913560167,-74.07955655423,501.0,49.0,2100.0,5013510.0,5005150043.0,SI37,POINT (-74.079556554228 40.62913560167)
50112865,HAN BIN YUAN,Queens,37-14,MAIN STREET,11354.0,9292007078,Asian/Asian Fusion,05/30/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,05/30/2024,08/27/2026,Cycle Inspection / Re-inspection,40.7613478338,-73.83103628816,407.0,20.0,87100.0,4112293.0,4049740039.0,QN22,POINT (-73.831036288164 40.761347833798)
41611674,SERVICE BAR 3,Queens,110-00,ROCKAWAY BOULEVARD,11420.0,7182153308,American,05/30/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.67766457116,-73.82875789315,410.0,32.0,86400.0,4457718.0,4115430002.0,QN55,POINT (-73.828757893149 40.677664571164)
41591382,CUPS AND CONES,Queens,110-00,ROCKAWAY BOULEVARD,11420.0,7182153308,Frozen Desserts,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.67766457116,-73.82875789315,410.0,32.0,86400.0,4457718.0,4115430002.0,QN55,POINT (-73.828757893149 40.677664571164)
50057727,YIWANMEN / CHONG QING NOODLE,Manhattan,150,MOTT STREET,10013.0,2129968998,Chinese,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.71927417197,-73.99637445651,102.0,1.0,4100.0,1006938.0,1004700032.0,MN24,POINT (-73.996374456507 40.71927417197)
50087778,99C PIZZA,Manhattan,177,EAST HOUSTON STREET,10002.0,6466373776,Pizza,05/30/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.72278692514,-73.98820643899,103.0,1.0,3001.0,1077625.0,1004170053.0,MN27,POINT (-73.988206438987 40.722786925135)
50104650,CHITO GVRITO,Manhattan,173,3 AVENUE,10003.0,6467670154,Eastern European,05/30/2024,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,10.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.73483071419,-73.98604289655,106.0,2.0,4800.0,1019535.0,1008970044.0,MN21,POINT (-73.986042896551 40.734830714192)
41566261,BAR CENTRALE,Manhattan,322,WEST   46 STREET,10036.0,2125813130,American,05/30/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76014595185,-73.98880262324,104.0,3.0,12100.0,1025032.0,1010360142.0,MN15,POINT (-73.988802623239 40.760145951846)
40641437,MARUZZELLA,Manhattan,1483,FIRST AVENUE,10075.0,2129888877,Italian,05/30/2024,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,10.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.77124236423,-73.95349531212,108.0,5.0,13400.0,1045210.0,1014520024.0,MN31,POINT (-73.953495312122 40.771242364227)
50105300,RIDGEWOOD LABELLA,Queens,975,SENECA AVENUE,11385.0,7183865555,Pizza,05/30/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.6995195175,-73.90212499731,405.0,34.0,55700.0,4086249.0,4035740010.0,QN20,POINT (-73.902124997314 40.699519517495)
41397330,HORUS TOO,Manhattan,416,WEST   46 STREET,10036.0,2129569661,Egyptian,05/30/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.76129349384,-73.9915206019,104.0,3.0,12100.0,1083779.0,1010550043.0,MN15,POINT (-73.991520601904 40.761293493843)
50129376,BAMBU JUICE BAR,Bronx,395,EAST  149 STREET,10455.0,3477265813,Latin American,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.81619535011,-73.91815606951,201.0,17.0,6500.0,2000859.0,2023280025.0,BX34,POINT (-73.918156069511 40.816195350108)
50125599,NAGI CUISINE,Queens,33-70,PRINCE STREET,11354.0,9293283168,Japanese,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76423598384,-73.83336457541,407.0,20.0,86900.0,4308685.0,4049467501.0,QN22,POINT (-73.833364575412 40.764235983842)
50103405,PIZZA ON THE RUN,Brooklyn,1627,MERMAID AVENUE,11224.0,7189466677,Pizza,05/30/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.57670651135,-73.98406739132,313.0,47.0,32600.0,3330558.0,3070210051.0,BK21,POINT (-73.984067391318 40.576706511354)
50004089,ECLAIR BAKERY,Manhattan,305,EAST   53 STREET,10022.0,9175685254,Bakery Products/Desserts,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.75658446586,-73.9667237015,106.0,4.0,9800.0,1085117.0,1013460101.0,MN19,POINT (-73.9667237015 40.756584465857)
50064127,J & R JAMAICAN RESTAURANT,Brooklyn,352,UTICA AVENUE,11213.0,7185768860,Caribbean,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.66594472191,-73.93140785837,309.0,35.0,35100.0,3038123.0,3014140040.0,BK61,POINT (-73.931407858373 40.665944721906)
41591336,BAR 360,Queens,110-00,ROCKAWAY BOULEVARD,11420.0,7182153308,American,05/30/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.67766457116,-73.82875789315,410.0,32.0,86400.0,4457718.0,4115430002.0,QN55,POINT (-73.828757893149 40.677664571164)
50099541,CIPRIANI SOUTH STREET,Manhattan,10,SOUTH STREET,10004.0,2124990599,Italian,05/30/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,8.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.70168790108,-74.01163112586,101.0,1.0,900.0,1000003.0,1000020002.0,MN25,POINT (-74.011631125861 40.701687901075)
50102810,SOOM SOOM,Manhattan,1108,LEXINGTON AVENUE,10075.0,2125955050,Mediterranean,05/30/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.77393180971,-73.95965290349,108.0,4.0,14000.0,1085163.0,1014120057.0,MN40,POINT (-73.959652903485 40.773931809705)
50086955,MARIO'S PIZZA,Brooklyn,1381,65 STREET,11219.0,7182325440,Pizza,05/30/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,05/30/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.62502409894,-73.99992795216,310.0,43.0,19400.0,3142069.0,3057470048.0,BK30,POINT (-73.999927952159 40.625024098939)
